Gene,M_P60_LPS 2,M_P60_LPS 7,M_P60_Sal 5,M_P60_LPS 1,M_P60_LPS 3,M_P60_LPS 4,M_P60_LPS 5,M_P60_LPS 6,M_P60_Sal 1,M_P60_Sal 2,M_P60_Sal 3,M_P60_Sal 4
Vmn1r172,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r148,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r171,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r65,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r58,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r56,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r62,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r63,0,0,0,0,0,0,0,0,0,0,0,0
Rnf114,108,172,266,90,68,152,132,168,195,306,188,202
Btn3a3,0,0,0,0,0,0,0,0,0,0,0,0
Btnl6,0,0,0,0,0,0,0,0,0,0,0,0
Sil1,22,27,96,32,18,28,28,39,111,137,116,89
Sgpp1,56,57,192,64,50,41,43,81,200,211,179,182
Ankrd17,264,421,635,254,346,289,273,321,681,792,480,412
Sorcs2,1,2,6,3,0,2,0,3,5,6,15,18
Prrt1,0,0,0,0,0,2,0,0,0,1,3,1
Ide,57,67,224,78,47,62,37,72,219,199,181,167
Cck,0,0,0,0,0,0,0,0,2,0,0,0
F13b,0,0,0,0,0,0,0,0,0,0,0,0
Hspa8,1109,1432,2123,1128,1249,1129,1064,1842,3376,3845,1472,2013
Id4,10,4,24,15,5,10,12,10,38,27,46,62
Kcnmb1,0,1,14,3,1,2,4,6,13,1,10,7
Krt8,1,2,25,4,3,1,0,2,26,23,52,33
Mageb2,0,0,0,0,0,0,0,0,0,0,0,0
Trim17,0,0,0,1,0,1,0,0,0,2,1,0
Tnxb,0,1,2,1,0,1,3,0,1,1,3,2
Tlr9,54,161,274,64,40,47,62,135,140,505,126,163
Sf3b1,1101,1411,1928,917,1087,923,828,1353,2288,2616,1066,1579
Klb,0,0,0,1,0,0,0,0,0,1,0,1
Siglece,67,140,184,74,102,134,88,141,115,295,99,141
Tfap4,3,3,20,7,3,3,5,5,6,38,16,10
Sp6,0,0,1,0,0,0,0,0,0,4,1,3
Glis2,2,3,35,4,1,5,2,2,22,31,48,41
Akap12,961,1276,169,1231,744,1160,894,815,373,134,92,133
Ndst3,0,4,8,0,1,1,0,1,6,1,5,1
Tpsab1,0,0,0,0,0,0,0,0,0,0,0,0
Myog,0,0,0,0,0,0,0,0,0,1,0,0
Pgk2,0,0,0,0,0,0,0,0,0,0,0,0
Prl2c2,0,0,0,0,0,0,0,0,0,0,0,0
Ren1,0,0,7,0,0,0,0,1,4,1,8,10
Ren2,0,0,7,0,0,0,0,1,4,1,8,10
Slc22a8,8,18,179,20,9,21,14,27,130,75,146,154
Msr1,27,71,27,33,81,78,37,63,26,19,26,29
Slc2a2,0,0,2,0,0,0,1,0,1,0,1,0
Tfec,2,4,5,3,3,8,1,3,3,5,4,2
Tgfa,130,180,445,99,116,90,116,165,314,465,233,335
Tsta3,8,11,29,9,5,6,21,18,37,56,46,31
Tyrp1,0,0,0,0,0,0,0,0,0,0,0,1
Gimap3,3,1,3,0,0,0,0,0,3,4,3,3
Lamtor2,12,9,52,12,6,11,18,17,33,62,50,55
Cstf2t,25,30,137,45,36,38,32,46,134,154,120,137
Ucn3,0,0,0,0,0,0,0,0,0,0,0,0
Ctns,61,72,187,53,34,29,32,87,157,263,116,150
Il23a,1,1,0,0,0,1,2,0,0,0,0,0
Trem2,273,560,924,319,135,232,310,635,642,2408,578,987
Plekha3,27,34,83,24,32,28,27,28,82,92,62,111
Plekha2,113,179,385,115,124,72,70,151,290,516,210,292
Nxf2,0,2,0,0,0,0,0,0,0,0,0,0
Mov10l1,0,0,0,0,0,0,0,0,0,0,0,0
Fthl17,0,0,0,0,0,0,0,0,0,0,0,0
H28,0,0,0,0,0,0,0,0,0,0,0,0
Bglap-rs1,0,0,0,0,0,0,0,0,0,0,0,0
Tex15,0,1,0,0,0,2,0,0,0,0,0,0
Ngrn,10,9,39,16,10,18,9,25,32,50,57,45
Pik3ap1,124,285,364,114,185,215,281,261,271,728,194,223
Pramel1,0,0,0,0,0,0,0,0,0,0,0,0
Tktl1,0,1,0,0,0,0,0,0,0,0,0,0
Fstl3,1,0,1,0,0,0,0,0,0,0,2,2
Tex16,0,0,0,0,0,0,0,0,0,0,0,0
Tex11,0,0,2,1,2,2,0,12,0,4,5,1
Usp26,0,0,0,0,0,0,0,0,0,0,0,1
Nlrp4c,0,1,0,0,0,0,0,0,0,0,0,0
Pramel3,0,0,0,0,0,0,0,0,0,0,0,0
Gtf2a1,49,83,146,80,88,54,50,82,161,244,101,133
Wdr6,47,62,270,69,28,43,86,91,281,302,532,444
Sytl1,2,3,0,1,0,1,1,0,0,0,2,3
Sytl3,2,3,7,3,4,1,2,3,5,0,6,7
Cnnm1,0,1,0,0,2,0,0,1,0,0,0,0
Bicc1,1,2,7,0,2,2,5,4,9,2,21,10
Crispld1,1,5,37,4,5,8,3,2,40,32,31,23
Dbr1,12,13,42,10,11,13,5,21,36,33,31,35
Actl6b,0,0,0,0,0,0,0,0,1,0,0,0
Slc12a9,40,108,208,46,32,55,89,108,101,501,98,133
Gigyf1,28,61,98,39,16,24,36,57,55,243,72,78
Xlr5c,0,0,0,0,0,0,0,0,0,0,0,0
Prp2,0,0,0,0,0,0,0,0,0,0,0,0
Smarcd1,17,57,102,32,21,29,20,37,56,146,49,85
Dpp7,17,29,105,37,23,33,40,45,112,140,141,137
Cenpq,12,10,20,9,6,6,3,8,27,21,11,8
Tas1r1,0,0,0,1,0,0,0,0,0,1,1,0
Ppp1ca,101,183,400,118,76,91,98,202,348,528,298,381
Prkab1,87,138,300,88,60,65,73,140,237,458,172,245
Msh4,0,0,0,0,0,0,0,0,1,0,2,0
Ghdc,14,18,43,23,5,11,30,19,27,97,41,59
Tas1r3,2,3,5,1,2,5,2,3,5,10,2,5
Tas1r2,0,0,0,0,0,0,0,0,0,0,0,0
Rab3d,0,3,24,4,5,2,9,5,30,32,25,28
Wasf1,0,0,0,0,0,0,0,0,2,0,0,1
Tnk1,12,17,27,7,5,7,10,15,10,44,16,29
Abcg5,0,1,0,1,0,0,0,0,0,1,0,0
Tsga14,14,8,35,18,8,14,11,22,38,38,59,50
Trps1,13,18,66,23,28,33,36,31,83,42,82,88
Nrg4,10,4,17,2,5,8,4,5,10,18,11,12
Tssk6,0,0,1,0,0,0,0,0,2,0,0,0
Tbx19,0,0,3,0,0,0,1,1,2,0,1,4
Mmp1a,0,0,0,0,0,0,0,0,0,0,0,0
Mmp1b,0,0,0,0,0,0,0,0,0,0,0,1
Slmap,206,392,569,160,211,160,155,329,669,759,456,477
Mtap1a,0,5,35,11,8,10,5,12,52,32,68,51
Myo7b,0,0,1,0,0,0,0,0,0,0,0,0
Kremen1,12,31,75,23,15,26,40,49,68,128,82,93
Kcnn1,2,1,2,0,1,4,0,2,6,4,3,7
Plvap,0,3,54,3,5,3,9,11,54,18,90,53
Gpr87,0,0,0,0,0,0,0,0,0,0,0,0
Sucnr1,0,0,0,0,0,0,0,0,0,0,0,0
Cd96,4,0,1,0,0,0,1,1,0,0,0,1
Kel,0,0,0,0,0,0,0,0,0,0,0,0
Hamp,9,1,0,1,3,12,6,0,0,0,0,0
Sval2,0,0,0,0,0,0,0,0,0,0,0,0
Rnf123,27,65,115,41,32,32,46,45,106,169,130,123
Gtpbp3,7,13,18,6,1,4,4,15,12,54,22,15
Cdo1,0,0,4,1,2,2,3,2,3,2,0,3
Ocm,0,0,0,0,0,0,0,0,0,0,0,0
Hes7,0,0,0,0,0,0,0,0,0,0,0,0
Tnfrsf25,0,0,1,1,1,2,0,0,1,1,1,2
Mbd6,40,110,170,55,37,49,111,92,107,446,99,145
Krt7,0,0,0,0,0,0,0,0,0,0,0,0
Tars,44,63,127,61,66,85,62,59,120,191,86,88
D1Pas1,0,0,0,0,0,0,0,0,2,0,0,0
D6Mm5e,1,2,5,0,0,0,2,8,7,10,4,7
Nudt19,7,6,24,11,6,11,3,13,31,31,34,41
Inpp5e,53,97,144,59,60,47,45,74,182,203,128,138
8-Sep,28,54,111,31,22,30,30,39,124,154,105,114
Lcn8,0,0,0,0,0,0,0,0,0,0,0,0
Fam158a,4,6,19,2,3,2,4,4,12,19,11,13
Snurf,3,8,51,10,14,13,13,14,85,47,112,60
Lce3c,0,0,0,0,0,0,0,0,0,0,0,0
Srebf2,27,50,110,36,35,58,52,52,121,189,169,127
Arpp21,0,0,0,0,0,0,0,0,0,0,0,0
Actn2,0,0,0,1,1,1,1,1,2,1,2,3
Chrm3,0,0,1,1,0,0,0,1,0,1,2,0
E2f6,5,10,38,26,14,11,13,26,66,33,46,50
Slco2a1,4,2,6,7,6,9,10,2,13,15,7,13
Glce,19,23,66,18,18,16,11,22,55,66,46,62
P2rx5,0,0,2,1,1,0,2,2,4,2,7,3
Lztfl1,17,9,55,33,29,25,13,23,71,51,64,76
Dgcr8,25,15,56,18,15,15,15,24,59,67,43,37
Loxl2,1,3,19,11,5,9,7,4,25,5,45,23
Zfp423,6,9,25,6,6,9,11,6,20,17,44,23
Copb1,212,291,522,224,215,221,164,273,610,605,374,426
Ppp1r16a,2,19,51,9,3,11,19,36,24,83,58,78
Krt23,0,0,9,0,1,0,1,0,11,0,10,4
Dock2,340,584,868,321,334,307,314,525,698,1302,380,502
Jmjd6,20,50,59,26,30,26,25,48,100,145,51,70
Clic1,195,314,567,181,159,223,202,343,479,968,364,555
Arvcf,36,62,140,28,14,20,41,60,89,298,88,116
Tfcp2,35,35,66,21,16,12,10,42,64,72,46,44
D17H6S53E,1,9,30,10,5,2,6,8,16,32,26,31
Ly6g6d,0,0,3,0,0,0,1,1,0,8,0,0
Vangl2,0,4,10,2,2,0,2,2,11,20,6,7
Laptm4b,31,50,211,82,52,75,84,95,317,160,379,292
Ferd3l,0,0,0,0,0,0,0,0,0,0,0,0
Spred2,5,18,58,22,17,16,33,23,43,75,58,57
Spred1,134,177,339,128,166,203,174,153,297,423,166,225
Ubqln4,32,34,91,30,20,34,35,46,92,108,75,62
Oas1c,4,3,9,2,1,1,2,4,2,9,5,12
Vps37a,80,98,198,85,74,67,64,95,204,221,152,184
Eif4h,121,210,407,120,115,136,134,165,424,733,354,363
Derl2,54,54,128,45,41,40,32,60,142,198,125,129
Klf7,26,39,32,25,29,22,28,36,25,72,13,29
Mpv17l,11,10,41,20,14,13,10,12,61,33,87,59
Aff4,361,692,693,294,454,456,392,528,908,899,561,534
Cecr6,0,0,0,0,0,0,1,0,0,0,0,0
Snf8,8,26,42,14,10,11,9,17,32,56,46,30
Cnnm4,30,48,66,30,16,27,25,36,62,121,33,42
Fkbp6,0,0,0,0,0,0,0,0,0,0,0,0
Wbscr16,10,10,16,4,9,7,5,14,17,23,16,15
Prcc,17,34,80,31,12,24,17,29,94,130,50,72
Pcdhgb1,35,88,199,74,36,75,59,56,192,181,254,206
Pcdhgb2,40,100,244,79,47,85,69,68,217,221,286,231
Pcdhgb4,45,110,221,81,49,80,68,61,200,204,265,216
Pcdhgb5,37,88,205,74,40,78,62,58,194,189,257,212
Pcdhgb6,36,91,211,82,37,86,69,55,204,194,282,225
Pcdhgb7,34,87,204,75,39,84,63,60,199,187,259,212
Pcdhgb8,40,86,200,73,37,77,61,59,192,180,254,213
Pcdhgc3,47,102,257,91,46,109,78,85,282,210,362,286
Pcdhgc4,34,87,202,74,37,76,60,55,198,183,258,207
Pcdhgc5,33,88,201,76,38,76,62,58,193,180,261,210
Pcdhga2,34,88,202,74,37,76,61,63,195,185,252,207
Pcdhga3,37,87,197,76,36,75,61,57,193,187,253,211
Pcdhga4,36,88,200,77,39,75,59,57,193,196,255,212
Pcdhga5,33,92,205,83,40,78,61,58,199,189,256,212
Pcdhga6,34,89,204,75,38,78,69,57,197,183,263,207
Pcdhga7,41,90,204,77,42,77,62,58,208,180,259,213
Pcdhga8,33,91,200,74,39,77,63,56,195,184,256,208
Pcdhga9,35,86,198,77,37,77,66,58,193,184,253,212
Pcdhga10,35,88,207,78,39,83,67,56,201,185,264,214
Pcdhga11,35,92,202,78,40,76,61,59,199,193,257,217
Pcdhga12,36,90,207,76,40,78,65,63,199,198,257,209
Hist2h4,0,0,0,0,0,0,0,0,0,0,0,0
Bcl3,27,68,9,29,38,90,96,38,18,39,5,11
Peli2,68,124,160,71,66,60,79,113,134,200,91,92
Rnf111,76,133,237,77,109,104,101,117,211,265,118,151
Dach2,0,1,2,0,2,1,0,0,0,2,6,4
Dqx1,7,14,11,9,5,6,11,9,15,26,8,20
Uchl4,0,0,0,1,0,0,0,2,4,1,0,2
Sncb,0,0,0,0,0,0,0,0,0,0,0,0
Cela1,0,2,1,2,0,0,0,2,1,2,0,0
Csprs,0,0,0,0,0,0,0,0,0,0,0,0
Atp6v0b,161,204,436,163,98,139,172,250,511,811,410,507
Supt16h,53,80,194,87,48,73,52,56,188,208,123,126
Pard3,4,20,39,10,9,28,18,11,57,43,71,61
Tnfsf13b,7,14,26,12,10,3,10,20,21,57,14,31
Lmx1a,0,6,27,17,7,6,14,11,42,17,78,55
Strn3,146,140,298,119,125,139,88,131,331,316,227,286
Ophn1,237,271,533,155,169,119,118,226,352,655,262,361
Adarb2,0,0,0,0,0,1,0,0,0,0,0,0
Fxyd1,16,30,169,50,16,51,68,58,198,106,359,294
Spock2,8,55,603,36,19,16,35,46,289,346,387,474
Olig3,0,0,0,0,0,0,0,0,0,0,0,0
Zfp91,142,221,349,122,143,152,137,209,384,442,283,304
Lrp1b,0,0,2,0,1,0,0,1,3,0,1,0
Agpat3,50,109,203,60,30,36,69,120,160,364,233,218
Mlph,202,447,264,264,126,97,165,343,221,585,169,177
Chrac1,13,19,43,25,3,19,15,24,51,86,33,52
Atg5,52,58,140,58,29,58,38,61,127,155,84,150
Car7,0,1,3,0,0,0,0,0,1,1,2,7
Cox6c,32,37,145,55,38,79,63,58,226,131,297,269
Fgd6,2,22,65,2,20,22,12,6,37,57,38,47
Nup62,28,42,62,13,25,46,40,43,62,117,76,76
Rheb,73,104,188,73,58,94,77,128,268,204,180,204
Slc45a2,0,0,0,0,0,0,0,0,0,0,0,0
Slc15a1,0,0,0,0,0,0,0,0,0,0,0,0
Aldh1a3,0,0,0,0,1,0,1,0,0,5,2,3
Tspan4,19,69,131,33,25,21,44,80,96,221,100,113
Tcf23,0,0,4,1,0,0,0,1,5,0,1,2
Epgn,0,0,0,0,0,0,0,0,0,0,2,0
Ifitm5,0,0,0,2,1,0,0,0,0,0,0,0
Naa15,123,216,247,120,227,182,123,180,277,281,185,235
Fam126a,64,75,137,69,49,34,28,65,175,181,74,127
Cox4i2,0,0,3,3,1,2,0,0,2,3,2,2
Tac4,0,0,0,0,0,0,0,0,0,0,1,0
Il24,0,0,0,0,0,0,0,0,0,0,0,0
Cml2,0,0,1,0,0,0,0,0,2,0,0,0
Lmod2,0,0,0,0,0,0,0,0,0,0,0,0
Setbp1,17,25,37,2,12,11,7,18,26,31,33,21
Trim8,69,210,237,84,50,65,101,189,248,624,212,281
15-Sep,167,216,536,190,197,191,138,250,666,571,617,627
Entpd7,7,8,36,2,14,8,18,18,34,51,26,25
Lmod1,0,4,28,2,0,5,2,6,23,4,33,19
Gpr45,0,0,0,0,0,0,0,0,0,1,0,0
Clec2d,65,71,125,73,111,123,84,46,123,114,62,105
Gpnmb,2,0,3,3,1,1,4,2,6,0,10,2
Ear6,0,0,1,0,0,0,0,0,0,0,0,0
Ear10,0,0,0,0,0,0,0,0,0,0,0,0
Ear11,0,0,0,0,0,0,0,0,0,0,0,0
Pabpc5,0,2,1,0,1,0,0,0,1,0,1,3
Wnt16,0,0,0,2,0,0,0,0,0,0,0,0
Pard6g,0,1,6,1,0,2,4,0,13,11,10,11
Echs1,34,51,148,48,15,26,27,63,120,178,135,138
Immp2l,3,3,4,2,1,2,2,1,5,12,5,9
Smarca1,1,3,18,5,0,0,5,4,22,5,8,8
Smarca5,70,136,148,65,97,116,62,126,237,218,117,161
Pcdhb3,1,2,0,0,0,0,0,2,1,1,0,1
Pcdhb4,0,0,1,0,1,0,0,0,1,1,3,3
Pcdhb5,0,0,0,0,0,1,0,0,0,1,1,0
Pcdhb6,0,0,0,1,0,0,0,0,0,0,0,0
Pcdhb7,0,1,2,2,0,0,0,1,2,0,3,3
Pcdhb8,0,0,0,0,0,0,0,0,2,0,1,0
Pcdhb9,1,2,2,1,0,0,0,0,1,0,1,1
Pcdhb10,0,0,0,0,0,0,2,0,1,0,0,0
Pcdhb11,0,0,0,0,0,0,0,0,0,0,0,0
Pcdhb12,0,0,2,0,0,0,1,0,0,0,6,0
Pcdhb13,2,0,0,0,1,0,0,0,1,0,1,2
Pcdhb14,2,2,2,0,4,0,0,4,2,4,2,3
Pcdhb15,0,2,0,0,0,0,0,0,0,1,2,0
Pcdhb16,2,2,7,2,4,3,0,0,6,2,5,4
Pcdhb17,0,4,7,6,1,5,5,0,9,9,6,8
Pcdhb18,0,2,9,0,4,1,0,2,10,4,5,7
Pcdhb19,0,1,1,1,0,1,0,0,5,1,6,4
Pcdhb20,1,1,0,0,4,8,2,0,1,1,1,8
Pcdhb21,0,0,0,0,4,1,0,0,3,1,1,0
Pcdhb22,2,6,8,1,3,6,0,11,4,18,17,14
Hemgn,0,0,0,0,0,0,0,0,0,0,0,0
Klra21,0,0,0,0,0,1,0,2,0,2,0,0
Klra22,0,0,0,0,1,0,0,0,0,0,0,0
Klra18,0,0,2,2,1,2,0,0,0,0,0,2
Klra19,0,0,0,0,0,0,0,0,1,0,0,0
Allc,0,0,0,0,0,0,0,0,0,0,0,0
Tm2d1,7,15,29,15,13,9,3,13,26,31,33,30
Mrpl27,6,4,21,4,4,11,0,12,29,19,47,30
Mrpl34,2,1,13,1,1,2,1,5,9,11,12,14
Mrpl36,11,12,17,13,4,10,14,22,31,36,48,31
Mrpl43,8,14,47,15,6,14,9,26,38,82,50,48
Clec2h,0,0,0,0,0,0,0,0,0,0,0,0
Trim7,3,0,1,5,0,1,0,4,2,13,6,5
Trim9,0,1,1,0,0,4,0,0,4,0,0,0
Trim11,8,35,63,25,10,24,22,38,38,109,35,60
Trim16,6,14,20,15,8,12,11,5,25,12,10,26
Csmd1,0,0,1,0,0,1,0,2,1,0,0,0
Mepe,0,0,0,0,0,0,0,0,0,0,0,0
Kifc5b,1,6,6,0,2,0,1,1,3,0,1,4
Hrg,0,0,0,0,0,0,0,0,0,0,0,0
Mcoln1,27,53,78,30,9,27,27,53,85,158,94,119
Acsbg1,0,0,2,0,0,0,0,0,0,0,0,0
Nans,14,22,56,15,10,13,6,27,48,78,33,54
Cdk20,3,16,18,6,7,9,8,7,13,42,18,26
Ddx50,52,74,128,67,70,90,50,91,185,190,107,138
Ugt2a1,0,0,0,0,0,0,0,0,0,0,0,0
Col4a6,0,2,5,4,0,3,0,1,11,5,8,13
Srd5a2,0,0,0,0,0,0,0,0,0,0,0,0
S1pr5,0,2,0,0,0,0,1,0,2,0,1,0
Pi15,0,1,3,1,1,2,1,1,9,1,7,5
Ric8,35,75,119,23,22,38,35,83,70,196,84,123
Slc24a3,32,67,98,34,25,25,16,58,81,149,66,75
Sfxn2,10,24,39,17,10,20,16,25,18,50,26,44
Sfxn4,6,15,41,12,2,7,4,9,22,26,21,19
Cadm3,0,1,4,0,1,5,3,0,5,4,0,3
Ces1d,0,0,0,0,2,0,1,0,0,6,2,0
Magee1,8,4,44,12,7,11,16,4,26,36,37,32
Foxp1,53,90,182,39,65,59,51,83,144,276,131,171
Erc1,16,25,40,25,16,23,22,16,57,45,66,59
Taar1,0,0,0,0,0,0,0,0,0,0,0,0
Magee2,0,1,5,2,1,1,0,0,16,3,19,8
Egln1,23,71,118,31,19,22,28,48,104,182,122,126
Egln2,16,35,53,20,7,20,27,39,50,171,67,63
Tas2r103,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r116,0,0,0,0,0,0,0,0,0,0,0,0
Myo1f,116,236,489,108,106,78,130,234,363,910,295,373
Ugt2b37,0,0,0,0,0,0,0,0,0,0,0,0
1700102P08Rik,1,3,2,1,1,1,1,0,2,2,1,2
2010002M12Rik,3,3,3,3,6,9,4,3,2,3,0,1
Vmn1r48,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r47,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r43,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r42,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r52,0,0,0,0,0,0,0,0,0,0,0,0
V1ra8,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r54,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r50,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r53,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r44,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r40,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r46,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r41,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r29,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r25,0,0,0,0,0,0,0,0,0,0,0,0
Cldn16,0,0,0,0,0,0,0,0,0,0,0,0
Foxp2,0,0,1,0,0,0,2,1,0,2,0,1
Kiss1r,0,2,0,0,0,1,0,1,4,0,2,0
Aipl1,0,0,0,0,0,0,0,0,0,0,0,0
Dok4,0,3,23,3,0,3,2,4,18,33,24,28
Lyve1,10,10,15,11,7,6,3,12,27,11,12,18
Slc5a5,4,5,29,3,2,7,12,8,22,20,60,33
Krt82,0,0,0,0,0,0,0,0,0,0,0,0
Crip3,0,0,0,2,0,0,1,0,0,0,0,0
Gm4736,0,0,0,0,0,0,0,0,0,0,0,0
Zmynd10,3,2,10,2,1,0,3,2,15,3,19,19
Tle6,1,1,1,0,1,0,0,2,0,5,1,1
Elac1,34,34,88,34,29,24,27,39,65,115,53,73
Pth2,0,0,0,0,0,0,0,0,0,0,0,0
Rpl31,3,4,18,6,6,8,5,4,17,17,15,15
Prss28,0,0,0,0,0,0,0,0,0,0,0,0
Prss29,0,0,0,0,0,0,0,0,0,0,0,0
Impa2,4,3,9,5,7,1,1,2,11,8,12,11
Hsd17b11,139,178,414,106,117,90,111,212,316,531,255,355
Hnrnpa3,63,80,153,52,65,88,64,73,161,134,93,110
4930444G20Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gtf2ird2,35,81,65,21,35,50,41,83,42,141,50,55
Selm,0,4,13,1,1,0,5,1,9,41,25,16
Rasa2,28,37,82,24,41,42,24,35,75,84,34,40
Rad51c,1,3,5,1,1,3,3,5,14,15,4,6
Rims2,0,1,8,1,0,1,1,1,9,5,3,6
Dhcr24,2,4,45,10,3,5,15,12,34,23,95,62
Ttyh2,1,4,43,3,5,5,6,7,20,19,24,31
Scgb3a1,0,0,0,0,0,4,0,0,2,1,1,1
Scgb3a2,0,0,0,0,0,0,0,0,0,0,0,1
Tulp4,68,92,217,69,56,69,63,77,219,245,221,167
Antxr1,24,42,193,63,41,68,43,35,240,79,346,263
Cd248,0,0,5,0,1,2,2,1,5,1,5,4
Msi2,50,93,298,116,60,94,96,115,368,212,452,302
Gpr124,4,13,89,7,6,22,12,4,64,143,74,128
Hist2h3c2-ps,3,1,6,2,0,0,1,5,8,4,11,16
Def8,11,23,58,14,8,17,12,22,44,67,45,56
Rcor2,0,0,2,0,0,2,1,2,1,3,6,7
Osr2,0,0,0,0,0,0,0,1,1,2,0,0
Pip4k2b,69,124,237,95,51,49,52,135,171,381,174,165
Gpr98,7,12,66,27,19,17,18,25,104,45,99,71
Brdt,4,2,7,0,1,4,1,2,8,5,4,3
Slc13a3,15,44,34,18,15,23,17,44,24,71,18,41
Pawr,1,1,14,10,4,18,11,4,11,1,22,11
Prosc,49,75,109,56,81,93,45,79,142,139,63,100
Psg20,0,0,0,0,0,0,0,0,0,0,0,0
Ceacam3,0,0,0,0,0,0,0,0,0,0,0,0
Psg25,0,0,0,0,0,0,0,0,0,0,0,0
Psg28,0,0,0,0,0,0,0,0,0,0,0,0
Psg29,0,0,0,0,0,0,0,0,0,0,0,0
Plcz1,0,0,0,0,0,0,0,0,0,0,0,0
Vsx1,0,0,0,0,0,0,0,0,0,2,0,0
Afg3l1,21,55,130,48,31,33,54,65,77,170,96,126
Fgfrl1,11,12,28,13,2,5,11,4,28,43,50,36
Tsga13,0,0,0,0,0,0,0,0,0,0,0,0
Defb6,0,0,0,0,0,0,0,0,0,0,0,0
Prelp,38,48,305,70,53,106,91,69,403,199,573,438
Baz2a,83,188,289,99,83,109,94,144,271,404,203,211
Iltifb,0,0,0,0,0,0,0,0,0,0,0,0
Akr1c20,0,0,0,0,0,0,0,0,0,0,0,0
Mta1,15,57,79,19,22,28,30,46,77,177,74,56
Calcb,0,0,0,0,0,0,0,0,0,0,0,0
Alpk3,0,0,1,0,0,0,0,0,1,2,0,2
Slc19a2,12,26,36,14,10,14,13,24,40,39,36,30
Pnpla3,0,2,5,0,2,2,8,1,4,1,7,11
Tgs1,86,89,215,81,91,77,71,90,216,299,140,162
Ube3b,34,86,162,43,48,52,59,90,118,247,142,122
Acsm1,0,0,0,0,0,0,0,0,0,0,0,0
Necab2,0,0,4,1,0,0,0,3,5,2,4,6
Pip4k2c,35,56,159,56,36,41,31,55,174,193,187,154
Steap4,26,66,12,45,114,227,107,42,31,5,22,10
1110038F14Rik,2,10,25,9,1,5,13,12,26,31,18,31
2310034C09Rik,0,0,0,0,0,0,0,0,0,0,0,0
Ivns1abp,2131,2709,4010,1737,1426,1055,1054,2946,4336,5484,1952,2828
Stk33,1,1,2,1,2,0,1,0,4,5,9,3
Bag6,57,173,230,85,40,99,114,132,202,519,196,240
Fubp1,93,115,233,114,103,126,103,145,323,316,250,217
Lmo1,0,0,0,0,0,0,1,0,0,3,1,5
Dpf3,0,0,0,0,0,0,0,0,0,0,0,0
Recql4,1,0,2,0,0,0,0,0,1,3,0,2
Klf16,14,63,42,14,15,25,19,34,42,124,41,35
Mrps21,9,16,43,11,4,9,13,18,49,39,49,72
Btnl2,0,3,1,0,0,1,0,1,1,0,0,0
Elmo2,59,151,250,97,67,73,77,116,248,381,204,219
Elmo1,447,749,1181,485,410,419,345,700,871,1766,574,761
Grhpr,0,3,16,4,1,2,3,7,11,28,20,32
Igsf8,5,16,38,16,8,11,11,20,25,136,32,52
Lpo,0,0,0,1,0,0,0,0,1,0,1,0
Fezf2,0,0,0,0,0,0,0,0,0,1,0,0
Apoa5,0,0,0,0,0,0,0,0,0,0,0,0
Adcy4,16,28,81,9,19,26,25,17,57,102,48,97
Celsr3,0,0,0,0,0,3,2,1,3,0,0,1
Glra3,0,0,0,0,0,0,0,0,0,0,0,0
Tssk3,2,0,0,0,0,0,0,0,0,2,0,0
Asb7,13,30,89,42,26,22,14,20,68,76,57,73
Asb10,1,4,14,6,0,0,3,12,8,49,8,16
B3galt6,8,3,13,7,6,3,4,6,13,30,12,15
Helb,15,39,33,19,12,6,19,19,50,58,26,30
Srgap3,8,16,76,25,18,14,16,27,85,54,143,83
Gjc3,0,2,5,0,1,2,0,1,23,0,1,0
Synpo2,4,6,26,1,3,7,6,8,21,28,26,14
Mmp28,6,3,25,5,2,2,6,5,8,49,18,24
Gjc2,0,0,0,0,0,0,0,0,1,1,0,0
Tshz2,5,5,27,2,6,12,2,0,27,21,28,27
Mrps6,14,18,88,32,16,36,31,22,101,53,146,130
Muc4,0,0,0,0,0,0,0,0,0,0,0,0
Bsnd,0,0,0,0,0,0,0,0,0,0,0,0
Strc,0,0,0,0,0,0,0,0,0,0,0,0
Zfp358,7,10,31,12,8,5,8,13,33,64,25,43
